PROJECT_NAME,LATITUDE,LONGITUDE
ENG HOON MANSIONS,1.283475526,103.8345391
ENG KONG GREEN,1.335968076,103.7695729
ENG KONG PARK,1.3348976000000001,103.7691287
ENVIO,1.314811315,103.9074665
EQUATORIAL APARTMENTS,1.2981683640000001,103.88795379999999
ESCADA VIEW,1.329076635,103.91362290000001
ESPA,1.3691303869999998,103.765354
ESPADA,1.2973098859999999,103.8367073
ESPARINA RESIDENCES,1.381255705,103.89118640000001
ESPIRA RESIDENCE,1.312882788,103.91234200000001
ESPIRA SPRING,1.317608725,103.9104128
ESPIRA SUITES,1.317395735,103.9125709
ESTA RUBY,1.313940724,103.89361219999999
ESTE VILLA,1.382065405,103.8639443
ESTELLA GARDENS,1.360036288,103.9671007
ESTERINA,1.307823673,103.8998509
ESTILO,1.302651886,103.84733440000001
ESTIQUE,1.310034078,103.8937191
ESTRIVILLAS,1.321275461,103.79276899999999
EUHABITAT,1.327812628,103.907353
EUNOS GREEN,1.318516098,103.9053527
EUNOS PARK,1.318388181,103.9060883
EUPHONY GARDENS,1.4248818859999999,103.824727
EURO-ASIA APARTMENTS,1.323282665,103.8638512
EURO-ASIA COURT,1.294401172,103.83757709999999
EURO-ASIA LODGE,1.3143793670000001,103.9020004
EURO-ASIA PARK,1.336507814,103.8674314
EVANIA,1.35021242,103.8791286
EVELYN MANSIONS,1.316463777,103.83912190000001
EVER LODGE,1.314983215,103.88908029999999
EVERGREEN GARDEN,1.3151508109999999,103.93501640000001
EVERGREEN PARK,1.369040344,103.8993123
EVERGREEN VIEW,1.313525742,103.88853909999999
EVERITT EDGE,1.313744499,103.9017666
EVERITT GREEN,1.316210245,103.901934
EWE BOON REGENT,1.316500417,103.8304839
FABER CREST,1.3235064159999999,103.757255
FABER GARDEN,1.363706348,103.8290257
FABER GARDEN CONDOMINIUM,1.3627702080000001,103.8308087
FABER HILLS,1.3206405209999998,103.7582402
FAIRLODGE,1.31202669,103.8015183
FAIRMOUNT CONDOMINIUM,1.32079523,103.9561185
FAME COURT,1.314635722,103.925504
FAMILIE MANSIONS,1.309949499,103.8774766
FANTA GARDEN,1.38747063,103.8642656
FAR HORIZON GARDENS,1.383780107,103.8387171
FARRER PARK SUITES,1.313278996,103.8536235
FENARA COURT,1.318393958,103.91181329999999
FENGLI GARDENS,1.348225614,103.8785459
FERNHILL COTTAGE,1.313253472,103.8233644
FERNWOOD TERRACES,1.3099663559999999,103.9246428
FERNWOOD TOWERS,1.3093051359999999,103.9249955
FERRARIA PARK CONDOMINIUM,1.3577339330000002,103.9638647
FERRELL RESIDENCES,1.317746069,103.8323579
FIFTH AVENUE CONDOMINIUM,1.330013332,103.7956566
FIFTY-TWO STEVENS,1.3149904620000001,103.82654050000001
FINLAND GARDENS,1.3108889240000001,103.9242792
FIORENZA,1.36368127,103.88604790000001
FIRST POINT SUITES,1.3164358040000002,103.9102024
FIVENINE,1.312953766,103.9097187
FLAME TREE PARK,1.3606186130000002,103.8290597
FLAMINGO VALLEY,1.317985182,103.922691
FLO RESIDENCE,1.3923855790000002,103.91346800000001
FLORA EAST,1.314453189,103.9056024
FLORAVIEW,1.391573751,103.8506663
FLORAVILLE,1.391885511,103.85118229999999
FLORENCE GROVE,1.3621522640000001,103.88619200000001
FLORENCE VILLE,1.36488079,103.88464859999999
FLORIDA PARK,1.3908061630000002,103.8556248
FLORIDIAN,1.332827123,103.7857197
FLORISSA PARK,1.387270264,103.83559179999999
FLYNN PARK,1.2785006540000001,103.7937152
FOH PIN GARDEN,1.356130815,103.8816639
FONTAINE PARRY,1.366302836,103.8801403
FONTANA HEIGHTS,1.315536235,103.7767976
FORESQUE RESIDENCES,1.36902056,103.7764532
FOREST HILLS CONDOMINIUM,1.4047348290000001,103.81763740000001
FOREST WOODS,1.351407889,103.8767938
FORESTVILLE,1.432193106,103.79929890000001
FORT GARDENS,1.299225017,103.8849015
FORTE SUITES,1.3178572290000001,103.8519378
FORTUNA GARDENS,1.3641997380000002,103.8828209
FORTUNA HILL,1.359225904,103.8763083
FORTUNE JADE,1.30991304,103.8947843
FORTUNE PARK,1.3617476590000002,103.89083120000001
FOUR SEASONS PARK,1.303648175,103.8280446
FOURTH AVENUE RESIDENCES,1.330103138,103.7968308
FRAGRANCE COURT,1.2773049090000002,103.7931043
FRAGRANT GARDENS,1.346896596,103.879733
FRANKEL ESTATE,1.3157499239999997,103.91847000000004
FREESIA WOODS,1.323776392,103.76654599999999
FRUITION,1.314265946,103.9035525
FUDU PARK,1.388681604,103.8367339
FULCRUM,1.298674913,103.8848657
FULTON HILL,1.361527884,103.8338934
FUYONG ESTATE,1.359447312,103.768405
FUYUEN COURT,1.315929367,103.888965
FYVE DERBYSHIRE,1.316268522,103.84571209999999
G RESIDENCES,1.316815432,103.9099135
GABRIEL VILLAS,1.34723617,103.8769408
GAIA,1.32783339,103.8437049
GALAXY TOWERS,1.31487149,103.89721490000001
GALLERY 8,1.311628786,103.90599499999999
GALLERY FIFTEEN,1.327563101,103.8437108
GALLOP GABLES,1.3147099420000001,103.8078737
GALLOP GREEN,1.315155674,103.8084405
GAMBIER COURT,1.292712296,103.8397559
GAMBIR RIDGE,1.344504811,103.87570720000001
GARDEN APARTMENTS,1.312415047,103.8250436
GARDEN PARK RESIDENCES,1.3107705809999999,103.9100426
GARDEN VIEW ESTATE,1.36032415,103.8650248
GARDENVILLE,1.312446451,103.8272948
GARDENVISTA,1.3384176509999999,103.78013370000001
GARLICK VILLE,1.325874455,103.7924378
GEM RESIDENCES,1.338993967,103.85119759999999
GEMINI APARTMENTS,1.3172598690000001,103.9249392
GENTLE VILLAS,1.3208016040000001,103.8410306
GERALD GARDENS,1.3873575530000002,103.875986
GERALD RESIDENCE,1.387337679,103.87647199999999
GEYLANG HERITAGE,1.312893362,103.887635
GIDEON'S LODGE,1.312879196,103.9035676
GILLENIA,1.362848268,103.8788859
GILSTEAD 38,1.318177508,103.8391435
GILSTEAD COURT,1.318356988,103.8396478
GILSTEAD MANSION,1.31940985,103.8402714
GILSTEAD TWO,1.314960213,103.8384407
GISBORNE LIGHT,1.316240076,103.8304543
GLAMOUR VILLE,1.3093961,103.9084345
GLENDALE PARK,1.363062508,103.7656984
GLENTREES,1.316471168,103.7848294
GLOBAL VILLE,1.327510206,103.8426079
GLOUCESTER MANSIONS,1.31368773,103.8403848
GOLD COAST CONDOMINIUM,1.290639061,103.7748485
GOLD LEAF MANSIONS,1.311433583,103.9160571
GOLDEN CHUAN VILLE,1.3609619830000002,103.8683653
GOLDEN HEIGHTS,1.3496382919999999,103.8658281
GOLDEN HILL ESTATE,1.3554911219999999,103.86405429999999
GOLDEN RISE ESTATE,1.3359528,103.7659093
GOLDENHILL PARK CONDOMINIUM,1.352795215,103.8625274
GOLDENHILL VILLAS,1.355371418,103.8616562
GOLDHILL GARDENS,1.320179008,103.8324882
GOLDHILL TOWERS,1.32065138,103.83353249999999
GOLDLEAF GARDENS,1.311838428,103.9151694
GOODLINK PARK,1.4266556380000002,103.825622
GOODMAN CREST,1.30439369,103.8933686
GOODVIEW APARTMENTS,1.311606523,103.8768485
GOODWILL COURT,1.313413617,103.92766800000001
GOODWOOD GARDENS,1.314768045,103.8340939
GOODWOOD GRAND,1.315113306,103.8334876
GOODWOOD RESIDENCE,1.314746636,103.83558620000001
GRACE GARDEN,1.311795276,103.9125552
GRACE PARK,1.357730111,103.8690552
GRAMERCY PARK,1.298392976,103.8264866
GRAND CHATEAU,1.343990705,103.7686
GRAND DUCHESS AT ST PATRICK'S,1.307962045,103.9159978
GRAND REGALIA,1.357003349,103.8811702
GRAND REGENCY,1.343316172,103.76881490000001
GRAND RESIDENCE,1.316885257,103.9102347
GRANDE VISTA,1.3883227180000002,103.8524537
GRANDEUR 8,1.375992168,103.8470171
GRANDEUR PARK RESIDENCES,1.325585733,103.9452027
GRANDIOSO 8,1.355195994,103.8332083
GRANDLINK SQUARE,1.3142707359999999,103.89154079999999
GRANGE HEIGHTS,1.297895052,103.8350757
GRANGE INFINITE,1.299468343,103.834774
GRANGE RESIDENCES,1.303910755,103.8227615
GREEN HILL ESTATE,1.371978836,103.7712458
GREENBANK PARK,1.3475894919999998,103.7881737
GREENRIDGE,1.3350561,103.7661224
GREENWOOD MEWS,1.337154115,103.8055848
GREENWOOD VILLAS,1.333448809,103.8056921
GROSVENOR VIEW,1.327522469,103.91160140000001
GRYPHON TERRACE,1.290170737,103.77638990000001
GUAN SOON VILLAS,1.337929305,103.954053
GUILIN COURT,1.3122546609999999,103.88459809999999
GUILIN VIEW,1.355394068,103.7525684
GUILLEMARD EDGE,1.312003816,103.88595600000001
GUILLEMARD SUITES,1.310980721,103.8828503
H RESIDENCES,1.315732428,103.908873
HAI SING PARK,1.365437664,103.8934613
HAIG 162,1.306347769,103.8987949
HAIG APARTMENTS,1.306153189,103.8995677
HAIG COURT,1.3061943790000001,103.8982337
HAIG ELEVEN,1.308475342,103.8995469
HAIG TEN,1.310066051,103.897766
HALLMARK RESIDENCES,1.315956258,103.8309573
HAPPY ESTATE,1.3770026430000002,103.8308444
HARBOUR SUITES,1.272228592,103.8274933
HARBOUR VIEW TOWERS,1.272295551,103.8084923
HARBOURLIGHTS,1.266405976,103.8228045
HARMONY @ 1A,1.36348213,103.88799559999998
HARVEST MANSIONS,1.289896469,103.8317942
HARVEY RESIDENCES,1.339326011,103.9538123
HAUS ON HANDY,1.2999480970000001,103.84660190000001
HAUS@SERANGOON GARDEN,1.364693907,103.8604789
HAWAII TOWER,1.296575209,103.8901156
HAZEL PARK CONDOMINIUM,1.373371444,103.7657225
HAZEL PARK TERRACE,1.3720662730000002,103.7653308
HEDGES PARK CONDOMINIUM,1.3549704340000002,103.96741479999999
HEETON PARK,1.3984392209999998,103.8188332
HEJI GARDENS,1.3133570620000001,103.9115142
HELIOS RESIDENCES,1.306763794,103.83809140000001
HENLEY GARDENS,1.368051475,103.8835155
HENRY PARK,1.316278705,103.783124
HERITAGE APARTMENTS,1.308673734,103.82906329999999
HERITAGE EAST,1.309310299,103.9126146
HERITAGE RESIDENCES,1.312499076,103.9129813
HERITAGE VIEW,1.3042854720000001,103.7837718
HERON BAY,1.376404519,103.9033278
HERTFORD COLLECTION,1.313284103,103.84896379999999
HERTFORD MANSION,1.312784004,103.8483893
HIGH OAK CONDOMINIUM,1.3397009579999999,103.7713512
HIGH PARK RESIDENCES,1.3961164819999998,103.87478459999998
HIGHGATE,1.3416824379999999,103.7658115
HIGHLAND CONDOMINIUM,1.35957903,103.8800113
HIGHLAND ROW,1.356505592,103.87718149999999
HIGHLINE RESIDENCES,1.284839517,103.82979920000001
HIJAUAN,1.303651548,103.8410187
HILBRE28,1.360789307,103.8750098
HILLBROOKS,1.358471096,103.76241850000001
HILLCREST ARCADIA,1.334820398,103.8088742
HILLCREST PARK,1.333283163,103.80702020000001
HILLCREST VILLA,1.328715705,103.80560909999998
HILLINGTON GREEN,1.3595280630000002,103.76474590000001
HILLION RESIDENCES,1.37846165,103.7633898
HILLS APARTMENT,1.3211334129999999,103.8338157
HILLS TWOONE,1.3524476230000002,103.7583971
HILLSGROVE,1.35574676,103.8789585
HILLSIDE MANSIONS,1.3583409469999999,103.87719859999999
HILLSTA,1.37647391,103.7563866
HILLTOP GROVE,1.3570596330000002,103.75870649999999
HILLTOPS,1.307410128,103.8384983
HILLVIEW 128,1.35703542,103.7609599
HILLVIEW APARTMENTS,1.3560264430000002,103.7625815
HILLVIEW GARDEN ESTATE,1.35914455,103.76057579999998
HILLVIEW GREEN,1.357887639,103.76416979999999
HILLVIEW HEIGHTS,1.3613438919999998,103.76546390000001
HILLVIEW PARK,1.364617605,103.7658405
HILLVIEW REGENCY,1.3519412309999999,103.7577788
HILLVIEW RESIDENCE,1.355999402,103.76081579999999
HILLVIEW VILLAS,1.3553543019999998,103.7593933
HILLVISTA,1.3599094180000002,103.76339709999999
HOCK MANSION,1.302430143,103.8485833
HOCK SENG PARK,1.33584602,103.78795
HOCK SWEE HILL,1.386078965,103.8635699
HOLLAND COURT,1.3133168590000002,103.7980403
HOLLAND GARDENS,1.318070238,103.78219449999999
HOLLAND GREEN,1.326157837,103.7842004
HOLLAND GROVE,1.313126069,103.78001529999999
HOLLAND HILL LODGE,1.309836101,103.80292469999999
HOLLAND HILL PARK,1.30975709,103.80235309999999
HOLLAND MEWS,1.3094817440000002,103.80624040000001
HOLLAND PEAK,1.308591693,103.8014307
HOLLAND RESIDENCES,1.311028928,103.79944379999999
HOLLAND TOWER,1.307719551,103.8028807
HOLLANDSWOOD COURT,1.309980838,103.8036455
HOLLYWOOD APARTMENTS,1.296678844,103.842733
HOLT RESIDENCES,1.294077456,103.82618000000001
HOMES AT EASTWOOD PLACE,1.3222297159999998,103.95640999999999
HOMEY GARDENS,1.309810737,103.9087552
HONG HENG GARDEN,1.4040247280000002,103.8174588
HONG HENG MANSIONS,1.4030506130000002,103.8183992
HONG HENG TERRACE,1.4034240080000002,103.81658900000001
HONG KONG PARK,1.340012387,103.7847463
HONOLULU TOWER,1.317831893,103.8308948
HOOVER PARK,1.3428097430000001,103.7729357
HORIZON GARDENS,1.3769012930000002,103.8340905
HORIZON GREEN,1.375807732,103.8331151
HORIZON RESIDENCES,1.28194469,103.7841454
HORIZON TOWERS,1.297900764,103.83298719999999
HOUGANG GREEN,1.379943836,103.8874655
HUA GUAN GARDENS,1.336953531,103.78501329999999
HUA MEI GARDENS,1.3746073109999999,103.7579144
HUA XIN COURT,1.3116110509999999,103.933001
HUME PARK I,1.35371514,103.76808359999998
HUNDRED PALMS RESIDENCES,1.373094877,103.877808
HUNDRED TREES,1.315057272,103.75873670000001
ICON,1.275163171,103.8444814
IDYLLIC EAST,1.316272921,103.94619200000001
IDYLLIC RESIDENCES,1.3107331770000001,103.91264050000001
IDYLLIC SUITES,1.3128479,103.886486
ILLOURA,1.331321805,103.7901767
IMPERIAL HEIGHTS,1.311462625,103.89515899999999
INFINI AT EAST COAST,1.309141073,103.9113527
INFINIUM,1.3621363530000001,103.88126159999999
INGGU 6,1.460054454,103.8397766
INOVA 100,1.310635244,103.9165292
INTERO,1.330275915,103.8673651
INZ RESIDENCE,1.374481804,103.73959359999999
IRESIDENCES,1.325265377,103.8455855
IRIDIUM,1.315181955,103.8426613
ISLAND COUNTRY VILLAS,1.3759576480000002,103.82688320000001
ISLAND GARDENS,1.361961866,103.8291228
ISLAND PARK,1.3642264240000002,103.82956180000001
ISLAND VIEW,1.279673197,103.7926339
ISUITES @ MARSHALL,1.307080337,103.9006725
ISUITES @ PALM,1.3610981569999998,103.8786684
ISUITES @ TANI,1.3658561969999998,103.8848457
IVORY,1.311384715,103.9004083
IVORY HEIGHTS,1.334843788,103.7375107
J C DRAYCOTT,1.309880022,103.8309958
J COURT,1.312652216,103.90762959999999
J GATEWAY,1.335982126,103.7421225
JADE MANSION,1.313409035,103.7973811
JADE RESIDENCES,1.348758561,103.8776222
JADE VINE GARDENS,1.365278323,103.8810939
JADESCAPE,1.352360796,103.8390839
JANSEN 28,1.360260511,103.87702220000001
JANSEN 8,1.358994558,103.878219
JANSEN MANSIONS,1.359866037,103.8765286
JANSEN SPRING,1.359316907,103.8780364
JARDIN,1.3377390279999999,103.7800289
JAYA TOWER,1.320308216,103.8239868
JAZZ RESIDENCES,1.363538339,103.8868845
JC RESIDENCE,1.312649902,103.9005865
JC VILLE,1.314373083,103.9050595
JERSEY LODGE,1.314604942,103.9149969
JERVOIS JADE APARTMENTS,1.292375622,103.8250847
JERVOIS LODGE,1.293998049,103.8233621
JERVOIS MEADOWS,1.294897259,103.81667420000001
JERVOIS REGENCY,1.294388988,103.8220037
JEWEL @ BUANGKOK,1.380823725,103.8921194
JEWEL OF BALMORAL,1.315904774,103.82749129999999
JI XIANG COURT,1.313561212,103.9106166
JIA,1.302427977,103.84757330000001
JLB RESIDENCES,1.379083175,103.9605888
JOO CHIAT MANSIONS,1.314360851,103.9041322
JOO CHIAT VERBENA,1.314699801,103.9069252
JOOL SUITES,1.315205832,103.85495350000001
JUBILEE RESIDENCE,1.2894140459999999,103.7753794
JUI RESIDENCES,1.32618655,103.8662282
JULUCA,1.29145852,103.7725878
JUNIPER HILL,1.316483608,103.82989959999999
JUPITER 18,1.315672835,103.9005947
KALEIDO,1.313104829,103.9131821
KALLANG RIVERSIDE,1.307066956,103.8670697
KANDIS RESIDENCE,1.456307979,103.83698659999999
KAP RESIDENCES,1.336852036,103.7793073
KASARA,1.251102442,103.8421887
KASTURINA LODGE,1.296401051,103.82973740000001
KATONG APARTMENTS,1.312929605,103.9039525
KATONG GARDENS,1.308416292,103.90555069999999
KATONG REGENCY,1.314628187,103.8947107
KECHUBONG TERRACE,1.3871130530000002,103.87517209999999
KELLOCK LODGE,1.294935057,103.82982129999999
KELULUT HILL,1.383463893,103.8729656
KEMBANGAN SUITES,1.320151858,103.912724
KENG LEE COURT,1.312851715,103.8473963
KENG LEE VIEW,1.313928426,103.8459337
KENSINGTON PARK CONDOMINIUM,1.36781449,103.86901929999999
KENSINGTON SQUARE,1.3456342719999999,103.8827026
KENT RESIDENCES,1.316003002,103.85207009999999
KENT RIDGE HILL RESIDENCES,1.281140809,103.7900681
KENTISH COURT,1.315174041,103.8521187
KENTISH GREEN,1.3156000890000001,103.8517873
KENTISH LODGE,1.3159033740000001,103.8530191
KENTVIEW PARK,1.282004884,103.7855652
KERRISDALE,1.3130944740000001,103.857941
KEW COTTAGES,1.323326365,103.95072979999999
KEW GATE,1.321654614,103.9493031
KEW GREEN,1.318521763,103.9502933
KEW GROVE,1.320439808,103.9514857
KEW PLACE,1.321133217,103.9511538
KEW RESIDENCIA,1.318413655,103.9483786
KHEAM HOCK GARDENS,1.328522021,103.8203731
KILAT 19,1.3408417609999999,103.773638
KILBURN ESTATE,1.338814442,103.78437650000001
KILLINEY 118,1.297955945,103.83831640000001
KIM KEAT GARDENS,1.323592493,103.8526636
KIM KEAT HOUSE,1.325376182,103.8540227
KIM KEAT LODGE,1.3241900290000002,103.8524853
KIM LIN PARK,1.301380686,103.8274239
KIM SIA COURT,1.306090287,103.83455359999999
KIMNAN PARK,1.3241733,103.91420529999999
KING'S GARDEN,1.317340892,103.80300009999999
KING'S MANSION,1.300410714,103.8981098
KINGS APARTMENTS,1.311910344,103.907675
KINGSFORD WATERBAY,1.374518423,103.9033045
KINGSGROVE,1.355580507,103.8588231
KINGSTON TERRACE,1.319760722,103.9128897
KISMIS COURT,1.33791119,103.7708257
KISMIS RESIDENCES,1.336745637,103.7684105
KJ MANSION,1.363086561,103.87465590000001
KNOX VIEW,1.31069483,103.9097121
KOPAR AT NEWTON,1.3126026659999999,103.84104909999999
KOVAN 81,1.355457845,103.8785244
KOVAN APARTMENTS,1.357353775,103.87955620000001
KOVAN CREST,1.358252955,103.8814694
KOVAN GRANDEUR,1.360915308,103.8920665
KOVAN MELODY,1.359677547,103.8834809
KOVAN REGENCY,1.363192749,103.8853501
KOVAN RESIDENCES,1.361056911,103.885009
KOVANA,1.35759447,103.88076190000001
KUM HING COURT,1.302492687,103.82615159999999
L'VIV,1.315417757,103.8403573
LA BRISA,1.3119228920000001,103.88537020000001
LA CASA,1.4323283009999999,103.7978363
LA CRYSTAL,1.296152136,103.83687940000002
LA DOLCE VITA,1.34606899,103.88053029999999
LA FIESTA,1.389432136,103.89541340000001
LA FLEUR,1.312445948,103.8845821
LA MAISON,1.319504966,103.84703879999999
LA MEYER,1.2977014340000002,103.88973109999999
LA NOUVELLE,1.31793343,103.84689859999999
LA QUINTA PARK,1.356151284,103.8671757
LA SUISSE,1.347538801,103.7904116
LA VIDA @ 130,1.313490443,103.91493790000001
LADYHILL PARK,1.311093008,103.8237078
LAGOON VIEW,1.309865168,103.9331564
LAGUNA 88,1.321752474,103.9584819
LAGUNA GREEN,1.313023887,103.9347069
LAGUNA PARK,1.309126132,103.9305922
LAKE GRANDE,1.345787515,103.7243105
LAKE LIFE,1.332159218,103.72416690000001
LAKEHOLMZ,1.34232572,103.7166545
LAKEPOINT CONDOMINIUM,1.3412755809999999,103.71735550000001
LAKESIDE APARTMENTS,1.336176814,103.7255691
LAKESIDE GROVE,1.340355587,103.71849430000002
LAKESIDE TOWER,1.3377030840000002,103.72522009999999
LAKEVILLE,1.3456690219999998,103.725712
LANDBAY CONDOMINIUM,1.313236799,103.93595
LANDRIDGE CONDOMINIUM,1.279061154,103.7870082
LANGSTON VILLE,1.2949205209999999,103.83901209999999
LATITUDE,1.29614537,103.82812870000001
LATTICE ONE,1.3726281869999999,103.8281901
LAUW & SONS GARDEN,1.3492354469999999,103.8458105
LAVERNE'S LOFT,1.311316516,103.9102524
LE ARC,1.31266626,103.88456140000001
LE CONNEY PARK,1.3122819909999999,103.91201550000001
LE CRESCENDO,1.3305267490000001,103.88865559999999
LE GAMBIR,1.345218715,103.8753895
LE HILL CONDOMINIUM,1.283175365,103.7849853
LE LOYANG,1.3783198319999999,103.9562656
LE M RESIDENCE,1.309957429,103.908888
LE MERRITT,1.3108999129999999,103.9134425
LE NOUVEL ARDMORE,1.310423781,103.827996
LE QUEST,1.3559579659999998,103.7411314
LE REGAL,1.312516347,103.88020909999999
LE REVE,1.3189587740000002,103.90617370000001
LE SHANTIER,1.326009176,103.8465432
LE SOMME,1.311185014,103.85851540000002
LE WILKIE,1.302843694,103.84791109999999
LE WOOD,1.3472361519999998,103.77584399999999
LEEDON 2,1.313043363,103.7969069
LEEDON GREEN,1.312552159,103.8031895
LEEDON RESIDENCE,1.313488224,103.8016958
LEGEND @ JANSEN,1.361147291,103.87538509999999
LEGENDA AT JOO CHIAT,1.312793023,103.901829
LEICESTER SUITES,1.3304035490000001,103.867097
LEIGHWOODS,1.315059589,103.7773301
LEITH GROVE,1.362304062,103.87393979999999
LENTOR VIEW,1.3875311970000002,103.83566460000002
LENTOR VILLAS,1.391459134,103.8344748
LEONIE GARDENS,1.2984000359999999,103.832444
LEONIE HILL RESIDENCES,1.297265761,103.83321509999999
LEONIE PARC VIEW,1.298961248,103.83426949999999
LEONIE SUITES,1.298776034,103.8317747
LEONIE TOWERS,1.297649553,103.831714
LEVENUE,1.328599492,103.9137471
LEVILLE ISUITES,1.30600768,103.90289870000001
LIGHTHOUSE,1.378477625,103.959125
LIIV RESIDENCES,1.288548975,103.77664279999999
LILAC PARK,1.3822233,103.8622562
LILYDALE,1.424388536,103.8490852
LIMAU PARK,1.322539759,103.94819840000001
LIMAU VILLAS,1.324123732,103.9497591
LINCOLN SUITES,1.317059531,103.8428088
LION TOWERS,1.316716188,103.845238
LIRIA TERRACE,1.36042545,103.96776750000001
LIV ON SOPHIA,1.3010897190000001,103.8479968
LIV ON WILKIE,1.302763257,103.8488431
LIVIA,1.372753595,103.943448
LIVINGSTON MANSIONS,1.312946156,103.91499470000001
LLOYD SIXTYFIVE,1.297152598,103.8389478
LLYN GARDENS,1.3487061409999999,103.8813458
LOFT 33,1.312776355,103.8872031
LOFT @ NATHAN,1.294456575,103.82762729999999
LOFT @ RANGOON,1.314947754,103.8535426
LOFT @ STEVENS,1.317855644,103.8261699
LOFT@HOLLAND,1.3124418409999998,103.79723840000001
LOTUS VILLE,1.3124474320000001,103.91564050000001
LOWLAND TERRACE,1.361913895,103.88335909999999
LOYANG COURT,1.37856302,103.95951290000001
LOYANG GREEN,1.3798774569999999,103.9633196
LOYANG VALLEY,1.3682202719999998,103.9705094
LOYANG VILLAS,1.3643837230000002,103.96638440000001
LUCIDA,1.314656746,103.8448593
LUCKY COURT,1.318325508,103.94150450000001
LUCKY PARK,1.328983947,103.792865
LUMA,1.29680898,103.83459570000001
LUMIERE,1.274262457,103.84602509999999
LUSH ACRES,1.394987763,103.8798781
LUSH ON HOLLAND HILL,1.308761355,103.8005855
LUSHAN GARDEN,1.344522306,103.87942259999998
LUTHERAN TOWERS,1.321619613,103.8122869
LUXE VILLE,1.2898293,103.77716009999999
LUXUS HILLS,1.3804975380000002,103.87203249999999
LYNDHURST GROVE,1.304635086,103.8877724
LYNNSVILLE 331,1.2885798590000002,103.7771346
LYNWOOD EIGHT,1.345031545,103.86308559999999
M21,1.322509496,103.8488888
M5,1.295682961,103.8288607
MABELLE,1.310622917,103.9094976
MACKENZIE 138,1.306899215,103.8469823
MACKENZIE 88,1.306430345,103.8476319
MACKENZIE REGENCY,1.304632494,103.8494851
MACPHERSON GARDEN ESTATE,1.3328961609999999,103.88055779999999
MADISON RESIDENCES,1.318320774,103.8298892
MALAYSIA PARK,1.323633508,103.9102821
MALVERN SPRINGS,1.305986673,103.90385359999999
MANDAI GARDEN,1.403936771,103.8141853
MANDALAY MANSION,1.323898676,103.84928959999999
MANDALAY TOWERS,1.323692763,103.8489849
MANDALE HEIGHTS,1.324298452,103.8496912
MANDARIN GARDENS,1.307173139,103.9245188
MANDARIN PARK,1.3434464819999998,103.77127850000001
MANHATTAN MANSIONS,1.29968641,103.8284968
MAPLE WOODS,1.33426123,103.7846905
MAR THOMA MANSIONS,1.3279254740000002,103.8631882
MARGARET VILLE,1.299511474,103.8028094
MARGATE POINT,1.2998277409999999,103.88878220000001
MARINA BAY RESIDENCES,1.279648915,103.8549968
MARINA BAY SUITES,1.280303743,103.8521762
MARINA COLLECTION,1.243642325,103.83941180000001
MARINA ONE RESIDENCES,1.27704169,103.85340190000001
MARINE BLUE,1.303754534,103.905078
MARINE GARDEN,1.310276075,103.92641970000001
MARINE MEADOWS,1.304865334,103.9066601
MARINE VIEW MANSIONS,1.303931366,103.90533740000001
MARINE VILLE,1.304605929,103.9065991
MARLENE VILLE,1.360255218,103.8714505
MARSHALL LODGE,1.306339469,103.90113819999999
MARTIA 8,1.3072456159999999,103.91050329999999
MARTIN EDGE,1.292308113,103.8375072
MARTIN MODERN,1.293237722,103.8377376
MARTIN NO 38,1.292324172,103.8381098
MARTIN PLACE RESIDENCES,1.2943551759999998,103.8382507
MARTINA MANSIONS,1.317449713,103.83323109999999
MARYLAND ESTATE,1.320158925,103.7860451
MARYMOUNT VIEW,1.3528457759999999,103.840987
MATLOCK RESIDENCES,1.34740624,103.86340990000001
MAYA,1.309233549,103.907873
MAYBELLE LODGE,1.3122656000000001,103.9093828
MAYFAIR GARDENS,1.338499397,103.7817199
MAYFAIR MODERN,1.337392543,103.7816677
MAYFAIR PARK,1.341497364,103.7808709
MAYFAIR RESIDENCES,1.309777945,103.9143496
MAYFLOWER GARDENS,1.3732999609999998,103.8394473
MAYFLOWER RESIDENCES,1.37002981,103.8408252
MAYSPRINGS,1.376707721,103.7635316
MCMAHON PARK,1.315587759,103.787791
MEADOWLODGE,1.341586826,103.7734035
MEADOWS @ PEIRCE,1.3801059469999999,103.82796309999999
MEDALLION,1.344007912,103.86233399999999
MEDGE,1.323355123,103.85039259999999
MEIER SUITES,1.298746776,103.8884969
MELODY VILLAS,1.388956331,103.838204
MELOSA,1.3125351920000001,103.8854016
MELROSE PARK,1.29362414,103.83037359999999
MELROSE VILLE,1.310617948,103.89326659999999
MELVILLE PARK,1.348567836,103.95854
MENDON SPRING,1.27863621,103.787743
MERA EAST,1.317997612,103.909301
MERA GARDENS,1.372580743,103.772559
MERA SPRINGS,1.314939128,103.8467873
MERA TERRACE,1.346706837,103.9639778
MERALODGE,1.354087504,103.76143499999999
MERAPRIME,1.287056605,103.82782370000001
MERAWOODS,1.3560160730000002,103.75961840000001
MERGUI MANSIONS,1.317177757,103.85168780000001
MERIDIAN 38,1.310369686,103.9108623
MERLOT VILLE,1.31050592,103.91193050000001
METRO LOFT,1.314169768,103.88357099999999
MEYER MANSION,1.2964686220000001,103.8910483
MEYER PARK,1.296474495,103.8916483
MEYER RESIDENCE,1.298714452,103.8862036
MEYERHOUSE,1.2983282040000002,103.8934504
MI CASA,1.3841914640000001,103.74805390000002
